IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,
EWK-104704093E,2016,2016-08-04,18,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6894722222222,52.5419444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104704093E,2016,2016-08-04,18,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6894722222222,52.5419444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104719644R,2016,2016-08-07,17,POWIAT MAKOWSKI,SYPNIEWO - OBSZAR WIEJSKI,Droga wojewódzka,626,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,21.2238055555556,52.9736388888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104719644R,2016,2016-08-07,17,POWIAT MAKOWSKI,SYPNIEWO - OBSZAR WIEJSKI,Droga wojewódzka,626,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,21.2238055555556,52.9736388888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104737410C,2016,2016-08-17,10,POWIAT SOCHACZEWSKI,IŁÓW - OBSZAR WIEJSKI,Droga wojewódzka,577,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.0819444444444,52.2912777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104756890Q,2016,2016-08-20,15,POWIAT PRZASNYSKI,CHORZELE - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8970555555556,53.2599166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,T,,,,,,,,,,
EWK-104756890Q,2016,2016-08-20,15,POWIAT PRZASNYSKI,CHORZELE - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8970555555556,53.2599166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-104761071L,2016,2016-08-23,11,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6910277777778,52.8550277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104761071L,2016,2016-08-23,11,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6910277777778,52.8550277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104770282M,2016,2016-08-19,7,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,22.313,52.1659722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104770282M,2016,2016-08-19,7,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,22.313,52.1659722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104771647F,2016,2016-08-24,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5309W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1799166666667,51.3927222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104771647F,2016,2016-08-24,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5309W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1799166666667,51.3927222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104773337E,2016,2016-08-25,9,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga wojewódzka,705,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.2458055555556,52.2304722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104773337E,2016,2016-08-25,9,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga wojewódzka,705,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.2458055555556,52.2304722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104783266D,2016,2016-08-16,10,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,22.2901944444444,52.1762222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104783266D,2016,2016-08-16,10,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,22.2901944444444,52.1762222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104808571P,2016,2016-08-02,13,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.6164444444444,51.8953055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104808571P,2016,2016-08-02,13,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.6164444444444,51.8953055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104809398E,2016,2016-09-01,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5305W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1433611111111,51.4104166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104809398E,2016,2016-09-01,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5305W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1433611111111,51.4104166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104816285G,2016,2016-09-03,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5305W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1578888888889,51.4143055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104816285G,2016,2016-09-03,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5305W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1578888888889,51.4143055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104823288F,2016,2016-09-07,17,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.2786666666667,52.1839722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104823288F,2016,2016-09-07,17,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.2786666666667,52.1839722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104857231G,2016,2016-09-19,13,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.5704166666667,53.0884444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104857231G,2016,2016-09-19,13,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.5704166666667,53.0884444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104858809U,2016,2016-09-19,15,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.3750833333333,53.1162222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104858809U,2016,2016-09-19,15,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.3750833333333,53.1162222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104877151W,2016,2016-09-25,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.13075,51.3918333333333,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104877151W,2016,2016-09-25,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.13075,51.3918333333333,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104888834J,2016,2016-09-10,10,POWIAT GARWOLIŃSKI,PILAWA - OBSZAR WIEJSKI,Droga krajowa,17,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.5721111111111,51.9562777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104888834J,2016,2016-09-10,10,POWIAT GARWOLIŃSKI,PILAWA - OBSZAR WIEJSKI,Droga krajowa,17,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.5721111111111,51.9562777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104889052U,2016,2016-09-16,17,POWIAT GARWOLIŃSKI,PILAWA - OBSZAR WIEJSKI,Droga krajowa,17,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5601111111111,51.97375,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104889052U,2016,2016-09-16,17,POWIAT GARWOLIŃSKI,PILAWA - OBSZAR WIEJSKI,Droga krajowa,17,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5601111111111,51.97375,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104995348Q,2016,2016-11-03,15,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga gminna,G320796W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.8889166666667,53.024,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104995348Q,2016,2016-11-03,15,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga gminna,G320796W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.8889166666667,53.024,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105004326J,2016,2016-11-07,7,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga gminna,G170854W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.5308333333333,51.59075,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105004326J,2016,2016-11-07,7,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga gminna,G170854W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.5308333333333,51.59075,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105123675Q,2016,2016-11-23,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,21.1655277777778,51.4318888888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105123675Q,2016,2016-11-23,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,21.1655277777778,51.4318888888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105148777Q,2016,2016-12-05,7,POWIAT SOCHACZEWSKI,TERESIN - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.4241944444444,52.2046944444445,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105148777Q,2016,2016-12-05,7,POWIAT SOCHACZEWSKI,TERESIN - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.4241944444444,52.2046944444445,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105150867G,2016,2016-12-05,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P0244T,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6981944444444,52.5429722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105150867G,2016,2016-12-05,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P0244T,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6981944444444,52.5429722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105158439J,2016,2016-12-07,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1631388888889,51.4348611111111,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-105158439J,2016,2016-12-07,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1631388888889,51.4348611111111,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105171629H,2016,2016-12-13,14,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4454444444444,52.0643611111111,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105171629H,2016,2016-12-13,14,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4454444444444,52.0643611111111,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105285951H,2016,2016-12-16,8,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga wojewódzka,705,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.2499722222222,52.2396388888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105285951H,2016,2016-12-16,8,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga wojewódzka,705,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.2499722222222,52.2396388888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105291880E,2016,2016-12-19,11,POWIAT GRÓJECKI,MOGIELNICA - OBSZAR MIEJSKI,Droga wojewódzka,728,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.7241111111111,51.6945277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105300711A,2016,2016-12-22,15,POWIAT CIECHANOWSKI,CIECHANÓW - OBSZAR MIEJSKI,Droga gminna,G120101W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,20.62925,52.8749722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105300711A,2016,2016-12-22,15,POWIAT CIECHANOWSKI,CIECHANÓW - OBSZAR MIEJSKI,Droga gminna,G120101W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,20.62925,52.8749722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105308149E,2016,2016-12-21,6,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.8949166666667,52.8249722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105308149E,2016,2016-12-21,6,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.8949166666667,52.8249722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103944077P,2016,2016-02-27,11,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga krajowa,S7,Ekspresowa,Odcinek prosty,Obszar niezabudowany,20.8919166666667,51.7925833333333,"Roboty drogowe, oznakowanie tymczasowe",Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,2,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104808308G,2016,2016-09-01,11,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.132,51.3896666666667,"Wjazd, wyjazd z posesji, pola",Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104808308G,2016,2016-09-01,11,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.132,51.3896666666667,"Wjazd, wyjazd z posesji, pola",Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104814297H,2016,2016-09-02,19,POWIAT ŻUROMIŃSKI,ŻUROMIN - OBSZAR MIEJSKI,Droga powiatowa,P4620W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.8546111111111,53.1304166666667,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104814297H,2016,2016-09-02,19,POWIAT ŻUROMIŃSKI,ŻUROMIN - OBSZAR MIEJSKI,Droga powiatowa,P4620W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.8546111111111,53.1304166666667,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104830029L,2016,2016-09-09,19,POWIAT GRÓJECKI,WARKA - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1297222222222,51.7866111111111,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104830029L,2016,2016-09-09,19,POWIAT GRÓJECKI,WARKA - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1297222222222,51.7866111111111,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104845338D,2016,2016-09-13,20,POWIAT GRÓJECKI,PNIEWY - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.6806111111111,51.9308611111111,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104845338D,2016,2016-09-13,20,POWIAT GRÓJECKI,PNIEWY - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.6806111111111,51.9308611111111,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104857379G,2016,2016-09-18,19,POWIAT SIERPECKI,ZAWIDZ - OBSZAR WIEJSKI,Droga wojewódzka,561,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,19.9030833333333,52.8970277777778,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,2,Ciężko,N,,,,,,,,,,
EWK-104991497X,2016,2016-10-28,6,POWIAT GARWOLIŃSKI,PARYSÓW - OBSZAR WIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.6802777777778,51.9747222222222,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104991497X,2016,2016-10-28,6,POWIAT GARWOLIŃSKI,PARYSÓW - OBSZAR WIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.6802777777778,51.9747222222222,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105003981N,2016,2016-11-06,18,POWIAT MŁAWSKI,SZYDŁOWO - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4322222222222,53.1253055555556,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105003981N,2016,2016-11-06,18,POWIAT MŁAWSKI,SZYDŁOWO - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4322222222222,53.1253055555556,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105055383E,2016,2016-11-07,20,POWIAT SIERPECKI,ZAWIDZ - OBSZAR WIEJSKI,Droga wojewódzka,561,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.8628333333333,52.8083333333333,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,
EWK-105055383E,2016,2016-11-07,20,POWIAT SIERPECKI,ZAWIDZ - OBSZAR WIEJSKI,Droga wojewódzka,561,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.8628333333333,52.8083333333333,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
