IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,,,,,,,,,
EWK-98364001R,2014,2014-08-15,19,POWIAT OSTROŁĘCKI,OLSZEWO-BORKI - OBSZAR WIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,5291666666667","53,1072222222222",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98364001R,2014,2014-08-15,19,POWIAT OSTROŁĘCKI,OLSZEWO-BORKI - OBSZAR WIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,5291666666667","53,1072222222222",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98364262N,2014,2014-08-15,15,POWIAT RADOMSKI,JEDLNIA-LETNISKO - OBSZAR WIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,3097222222222","51,5369444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98364262N,2014,2014-08-15,15,POWIAT RADOMSKI,JEDLNIA-LETNISKO - OBSZAR WIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,3097222222222","51,5369444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98365203F,2014,2014-08-15,12,POWIAT BIAŁOBRZESKI,PROMNA - OBSZAR WIEJSKI,Droga krajowa,S7,Ekspresowa,Odcinek prosty,Obszar niezabudowany,"20,9836111111111","51,8541666666667",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,3,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98365203F,2014,2014-08-15,12,POWIAT BIAŁOBRZESKI,PROMNA - OBSZAR WIEJSKI,Droga krajowa,S7,Ekspresowa,Odcinek prosty,Obszar niezabudowany,"20,9836111111111","51,8541666666667",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98363998G,2014,2014-08-15,16,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,6955555555556","52,8697222222222",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98363998G,2014,2014-08-15,16,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,6955555555556","52,8697222222222",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98369181T,2014,2014-08-16,12,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga krajowa,10,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7319444444444","52,9708333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98369181T,2014,2014-08-16,12,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga krajowa,10,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7319444444444","52,9708333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98366862P,2014,2014-08-16,12,POWIAT ŁOSICKI,ŁOSICE - OBSZAR WIEJSKI,Droga krajowa,19,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"22,8386111111111","52,2908333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98366862P,2014,2014-08-16,12,POWIAT ŁOSICKI,ŁOSICE - OBSZAR WIEJSKI,Droga krajowa,19,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"22,8386111111111","52,2908333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98366862P,2014,2014-08-16,12,POWIAT ŁOSICKI,ŁOSICE - OBSZAR WIEJSKI,Droga krajowa,19,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"22,8386111111111","52,2908333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98383413N,2014,2014-08-16,21,POWIAT MAKOWSKI,SYPNIEWO - OBSZAR WIEJSKI,Droga gminna,G210901W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2733333333333","53,005",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów tylne,1,0,1,Ciężko,T,,,,,,,,,,,,,,,,,,
EWK-98383413N,2014,2014-08-16,21,POWIAT MAKOWSKI,SYPNIEWO - OBSZAR WIEJSKI,Droga gminna,G210901W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2733333333333","53,005",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98375914J,2014,2014-08-16,13,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,60,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"19,8002777777778","52,6758333333333",Jezdnia,Opady deszczu,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98375914J,2014,2014-08-16,13,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,60,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"19,8002777777778","52,6758333333333",Jezdnia,Opady deszczu,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98364080E,2014,2014-08-17,14,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,7083333333333","52,9597222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98364607Q,2014,2014-08-17,16,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga powiatowa,P2380W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,43","53,1894444444445",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98364607Q,2014,2014-08-17,16,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga powiatowa,P2380W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,43","53,1894444444445",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98367026R,2014,2014-08-17,11,POWIAT OSTROŁĘCKI,KADZIDŁO - OBSZAR WIEJSKI,Droga krajowa,53,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"21,6083333333333","53,3211111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98367026R,2014,2014-08-17,11,POWIAT OSTROŁĘCKI,KADZIDŁO - OBSZAR WIEJSKI,Droga krajowa,53,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"21,6083333333333","53,3211111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98369303H,2014,2014-08-18,14,POWIAT SOKOŁOWSKI,STERDYŃ - OBSZAR WIEJSKI,Droga powiatowa,36133W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,345","52,6822222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98369303H,2014,2014-08-18,14,POWIAT SOKOŁOWSKI,STERDYŃ - OBSZAR WIEJSKI,Droga powiatowa,36133W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,345","52,6822222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98373084H,2014,2014-08-18,12,POWIAT ŻUROMIŃSKI,LUTOCIN - OBSZAR WIEJSKI,Droga powiatowa,P4624W,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"19,9538888888889","52,9847222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98373084H,2014,2014-08-18,12,POWIAT ŻUROMIŃSKI,LUTOCIN - OBSZAR WIEJSKI,Droga powiatowa,P4624W,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"19,9538888888889","52,9847222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98378218F,2014,2014-08-18,18,POWIAT MAKOWSKI,KARNIEWO - OBSZAR WIEJSKI,Droga powiatowa,3238W,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,1380555555556","52,8252777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98378218F,2014,2014-08-18,18,POWIAT MAKOWSKI,KARNIEWO - OBSZAR WIEJSKI,Droga powiatowa,3238W,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,1380555555556","52,8252777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98364755A,2014,2014-08-18,8,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3527777777778","52,3372222222222",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98364755A,2014,2014-08-18,8,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3527777777778","52,3372222222222",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98373192Y,2014,2014-08-18,14,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga powiatowa,4403W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6005555555556","53,0269444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98373192Y,2014,2014-08-18,14,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga powiatowa,4403W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6005555555556","53,0269444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98376551Y,2014,2014-08-18,16,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR WIEJSKI,Droga powiatowa,P4418W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,4233333333333","52,6427777777778",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98376551Y,2014,2014-08-18,16,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR WIEJSKI,Droga powiatowa,P4418W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,4233333333333","52,6427777777778",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98369585F,2014,2014-08-19,7,POWIAT GRÓJECKI,GRÓJEC - OBSZAR MIEJSKI,Inna,I2,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,9197222222222","52,0025",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98375692T,2014,2014-08-19,14,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga wojewódzka,725,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"20,83","51,8872222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Wywrócenie się pojazdu,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98375692T,2014,2014-08-19,14,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga wojewódzka,725,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"20,83","51,8872222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Wywrócenie się pojazdu,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98375921T,2014,2014-08-19,14,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6516666666667","51,6055555555556",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98375921T,2014,2014-08-19,14,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6516666666667","51,6055555555556",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98378034H,2014,2014-08-19,19,POWIAT LIPSKI,SOLEC NAD WISŁĄ - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,7191666666667","51,2291666666667",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98378034H,2014,2014-08-19,19,POWIAT LIPSKI,SOLEC NAD WISŁĄ - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,7191666666667","51,2291666666667",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98378034H,2014,2014-08-19,19,POWIAT LIPSKI,SOLEC NAD WISŁĄ - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,7191666666667","51,2291666666667",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98377363H,2014,2014-08-19,11,POWIAT SIEDLECKI,SUCHOŻEBRY - OBSZAR WIEJSKI,Droga powiatowa,3480L,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,3911111111111","52,3636111111111",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98377363H,2014,2014-08-19,11,POWIAT SIEDLECKI,SUCHOŻEBRY - OBSZAR WIEJSKI,Droga powiatowa,3480L,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,3911111111111","52,3636111111111",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98380623T,2014,2014-08-19,11,POWIAT RADOMSKI,IŁŻA - OBSZAR WIEJSKI,Droga powiatowa,P3553W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,3475","51,1405555555556",Przystanek komunikacji publicznej,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98380623T,2014,2014-08-19,11,POWIAT RADOMSKI,IŁŻA - OBSZAR WIEJSKI,Droga powiatowa,P3553W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,3475","51,1405555555556",Przystanek komunikacji publicznej,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98377332A,2014,2014-08-20,14,POWIAT ŁOSICKI,SARNAKI - OBSZAR WIEJSKI,Droga powiatowa,02108W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"23,0030555555556","52,4166666666667",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,"Najechanie na słup, znak",1,0,2,Ciężko,T,,,,,,,,,,,,,,,,,,
EWK-98376369M,2014,2014-08-20,9,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga wojewódzka,617,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,8833333333333","53,0172222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98376369M,2014,2014-08-20,9,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga wojewódzka,617,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,8833333333333","53,0172222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98375849P,2014,2014-08-20,22,POWIAT GRÓJECKI,PNIEWY - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,835","52,0163888888889",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów czołowe,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98375849P,2014,2014-08-20,22,POWIAT GRÓJECKI,PNIEWY - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,835","52,0163888888889",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98377996Y,2014,2014-08-21,22,POWIAT SZYDŁOWIECKI,CHLEWISKA - OBSZAR WIEJSKI,Droga wojewódzka,727,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,8172222222222","51,25",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98376101D,2014,2014-08-21,16,POWIAT MAKOWSKI,MAKÓW MAZOWIECKI - OBSZAR MIEJSKI,Droga powiatowa,P2118W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1858333333333","52,9744444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98378301T,2014,2014-08-21,16,POWIAT RADOMSKI,IŁŻA - OBSZAR MIEJSKI,Droga wojewódzka,747,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,3852777777778","51,2933333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98378182M,2014,2014-08-21,17,POWIAT GARWOLIŃSKI,ŁASKARZEW - OBSZAR MIEJSKI,Droga powiatowa,31345W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,7469444444444","51,8608333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98378182M,2014,2014-08-21,17,POWIAT GARWOLIŃSKI,ŁASKARZEW - OBSZAR MIEJSKI,Droga powiatowa,31345W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,7469444444444","51,8608333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98378030E,2014,2014-08-21,17,POWIAT ŁOSICKI,STARA KORNICA - OBSZAR WIEJSKI,Droga wojewódzka,698,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"23,0127777777778","52,2086111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98378030E,2014,2014-08-21,17,POWIAT ŁOSICKI,STARA KORNICA - OBSZAR WIEJSKI,Droga wojewódzka,698,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"23,0127777777778","52,2086111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98380963M,2014,2014-08-22,19,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,6663888888889","52,9127777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,"Najechanie na dziurę, wybój, garb",1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98380963M,2014,2014-08-22,19,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,6663888888889","52,9127777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,"Najechanie na dziurę, wybój, garb",1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98381905F,2014,2014-08-22,20,POWIAT WYSZKOWSKI,BRAŃSZCZYK - OBSZAR WIEJSKI,Droga powiatowa,4403W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6005555555556","52,7925",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98381905F,2014,2014-08-22,20,POWIAT WYSZKOWSKI,BRAŃSZCZYK - OBSZAR WIEJSKI,Droga powiatowa,4403W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6005555555556","52,7925",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98380467N,2014,2014-08-22,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"21,1422222222222","51,4505555555556",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98380467N,2014,2014-08-22,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"21,1422222222222","51,4505555555556",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98380607A,2014,2014-08-22,15,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,559,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"19,6877777777778","52,6194444444444",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98380607A,2014,2014-08-22,15,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,559,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"19,6877777777778","52,6194444444444",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98380802Y,2014,2014-08-22,8,POWIAT PŁOŃSKI,BABOSZEWO - OBSZAR WIEJSKI,Droga powiatowa,P3021W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,3033333333333","52,7633333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98380802Y,2014,2014-08-22,8,POWIAT PŁOŃSKI,BABOSZEWO - OBSZAR WIEJSKI,Droga powiatowa,P3021W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,3033333333333","52,7633333333333",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
